area_type,location,total_sqft,bath,BHK,balcony,PRICE rs
Super built-up  Area,Iblur Village,2666,4,3,1,"₹ 20,000,000.00"
Super built-up  Area,Bagalur,1500,2,2,1,"₹ 5,000,000.00"
Super built-up  Area,Seshadripuram,1217,2,2,1,"₹ 16,400,000.00"
Built-up  Area,Whitefield,1197,2,2,1,"₹ 5,000,000.00"
Built-up  Area,BHEL Layout,2400,4,6,1,"₹ 17,000,000.00"
Built-up  Area,Gollarapalya Hosahalli,1345,3,3,2,"₹ 6,000,000.00"
Plot  Area,KR Puram,1200,4,4,2,"₹ 10,000,000.00"
Super built-up  Area,Bannerghatta Road,3230,5,4,0,"₹ 16,500,000.00"
Super built-up  Area,Banashankari Stage II,1260,2,3,1,"₹ 9,500,000.00"
Built-up  Area,Sarjapur  Road,2750,5,4,1,"₹ 24,000,000.00"
Plot  Area,9th Phase JP Nagar,1200,2,2,0,"₹ 8,000,000.00"
Built-up  Area,Devara Jeevanahalli,1650,3,3,0,"₹ 5,200,000.00"
Super built-up  Area,1st Block HBR Layout,600,1,1,0,"₹ 4,500,000.00"
Super built-up  Area,Uttarahalli,1025,2,2,1,"₹ 3,588,000.00"
Super built-up  Area,Hennur Road,973,2,2,1,"₹ 5,600,000.00"
Super built-up  Area,Thanisandra main road,4110,4,4,2,"₹ 59,000,000.00"
Super built-up  Area,Rajaji Nagar,2533,3,3,3,"₹ 42,500,000.00"
Super built-up  Area,Balagere,1007,2,2,1,"₹ 7,500,000.00"
Built-up  Area,Sarjapur  Road,1830,3,3,1,"₹ 11,900,000.00"
Super built-up  Area,Nagavara,1077,2,2,1,"₹ 5,000,000.00"
Plot  Area,Immadihalli,672,1,1,1,"₹ 2,700,000.00"
Plot  Area,Shanthi Layout,1280,3,3,0,"₹ 8,700,000.00"
Built-up  Area,Electronics City Phase 1,865,2,2,0,"₹ 4,000,000.00"
Super built-up  Area,Kalena Agrahara,1000,2,2,2,"₹ 3,300,000.00"
Super built-up  Area,CV Raman Nagar,1285,2,2,2,"₹ 6,500,000.00"
Super built-up  Area,Thanisandra,662,1,1,1,"₹ 2,900,000.00"
Plot  Area,Whitefield,2297,5,5,2,"₹ 26,900,000.00"
Plot  Area,Sarjapura - Attibele Road,3750,6,5,3,"₹ 29,500,000.00"
Super built-up  Area,Kalkere,1850,3,3,3,"₹ 9,500,000.00"
Super built-up  Area,Harlur,1754,3,3,2,"₹ 13,200,000.00"
Plot  Area,Hennur Bande,1200,4,5,2,"₹ 15,000,000.00"
Plot  Area,1st Phase JP Nagar,2200,7,5,2,"₹ 35,000,000.00"
Super built-up  Area,Anugrah Layout,1567,3,3,1,"₹ 10,000,000.00"
Super built-up  Area,Hoskote,1695,3,3,3,"₹ 5,000,000.00"
Plot  Area,Hosahalli Extension,360,2,2,1,"₹ 4,000,000.00"
Super built-up  Area,Bellandur,1150,2,2,1,"₹ 6,944,000.00"
Super built-up  Area,Akshaya Nagar,1690,3,3,2,"₹ 8,500,000.00"
Built-up  Area,1st Block Koramangala,2350,3,3,2,"₹ 21,000,000.00"
Super built-up  Area,Karuna Nagar,1057,2,2,1,"₹ 6,500,000.00"
Super built-up  Area,Hebbal,1320,2,2,1,"₹ 9,100,000.00"
Super built-up  Area,Bhoganhalli,2119,4,4,3,"₹ 11,100,000.00"
Super built-up  Area,Bandepalya,1125,2,2,1,"₹ 4,800,000.00"
Super built-up  Area,Kanakpura Road,2254,3,3,2,"₹ 17,000,000.00"
Super built-up  Area,Balagere,645,1,1,1,"₹ 3,418,000.00"
Super built-up  Area,Rachenahalli,1050,2,2,2,"₹ 5,208,000.00"
Super built-up  Area,Panathur,1040,2,2,1,"₹ 4,160,000.00"
Super built-up  Area,Sarjapur  Road,1700,3,3,1,"₹ 19,400,000.00"
Super built-up  Area,1st Block Jayanagar,1760,3,3,0,"₹ 11,500,000.00"
Super built-up  Area,Bellandur,1138,3,3,2,"₹ 12,800,000.00"
Super built-up  Area,Sarjapur  Road,984,2,2,1,"₹ 4,591,000.00"
Built-up  Area,Raja Rajeshwari Nagar,1140,2,2,2,"₹ 3,865,000.00"
Super built-up  Area,Whitefield,3596,3,3,1,"₹ 20,000,000.00"
Super built-up  Area,Kalkere,1365,3,3,2,"₹ 5,400,000.00"
Super built-up  Area,Bethel Nagar,560,1,1,0,"₹ 1,900,000.00"
Super built-up  Area,Vittasandra,1404,2,2,1,"₹ 7,500,000.00"
Super built-up  Area,Bellandur,1540,4,4,3,"₹ 4,500,000.00"
Built-up  Area,Electronic City,1050,2,3,1,"₹ 3,900,000.00"
Plot  Area,Lingarajapuram,360,4,4,3,"₹ 3,700,000.00"
Super built-up  Area,Rachenahalli,1550,3,3,3,"₹ 7,250,000.00"
Super built-up  Area,Yelahanka,1653,3,3,3,"₹ 9,300,000.00"
Super built-up  Area,Parappana Agrahara,1194,2,2,2,"₹ 4,700,000.00"
Super built-up  Area,Narayana Nagar 1st Block,1471,2,3,3,"₹ 7,500,000.00"
Super built-up  Area,Kanakpura Road,700,2,2,1,"₹ 3,500,000.00"
Built-up  Area,Kudlu Gate,812,2,2,1,"₹ 3,825,000.00"
Super built-up  Area,8th Phase JP Nagar,1504,2,3,2,"₹ 8,300,000.00"
Super built-up  Area,Mahadevpura,1450,3,3,2,"₹ 7,500,000.00"
Super built-up  Area,Kannamangala,957,2,2,2,"₹ 5,450,000.00"
Carpet  Area,Attibele,460,1,1,1,"₹ 1,300,000.00"
Plot  Area,poornaprajna layout,900,2,2,0,"₹ 12,800,000.00"
Super built-up  Area,7th Phase JP Nagar,1050,2,2,1,"₹ 7,500,000.00"
Super built-up  Area,Budigere,1820,3,3,2,"₹ 8,500,000.00"
Super built-up  Area,Varthur Road,1033,2,2,2,"₹ 3,200,000.00"
Plot  Area,Kumaraswami Layout,800,1,2,1,"₹ 9,000,000.00"
Plot  Area,Kadabagere,520,2,1,0,"₹ 2,900,000.00"
Super built-up  Area,OMBR Layout,1165,2,2,2,"₹ 8,850,000.00"
Super built-up  Area,Gottigere,1280,2,2,1,"₹ 6,100,000.00"
Built-up  Area,Cambridge Layout,1950,3,3,3,"₹ 23,000,000.00"
Plot  Area,BTM 4th Stage,600,1,1,0,"₹ 5,800,000.00"
Super built-up  Area,Kanakpura Road,1550,3,3,3,"₹ 6,510,000.00"
Super built-up  Area,Nagavarapalya,1392,2,2,1,"₹ 13,000,000.00"
Super built-up  Area,Jigani,1221,3,3,3,"₹ 7,500,000.00"
Super built-up  Area,AMS Layout,1000,1,1,1,"₹ 1,900,000.00"
Built-up  Area,KR Garden,1300,2,2,2,"₹ 6,000,000.00"
Built-up  Area,Hoskote,1065,2,2,3,"₹ 3,150,000.00"
Built-up  Area,Yelahanka New Town,1209,2,3,3,"₹ 6,500,000.00"
Plot  Area,BTM 1st Stage,375,1,1,0,"₹ 4,000,000.00"
Plot  Area,Dollars Colony,7800,3,3,2,"₹ 200,000,000.00"
Super built-up  Area,Sarjapur  Road,1929,4,3,1,"₹ 10,100,000.00"
Built-up  Area,Hennur Road,1255,2,2,1,"₹ 8,400,000.00"
Super built-up  Area,Jalahalli,1035,2,2,1,"₹ 3,105,000.00"
Plot  Area,Annapurneshwari Nagar,1200,5,4,2,"₹ 27,000,000.00"
Super built-up  Area,Banashankari,1650,3,3,2,"₹ 10,100,000.00"
Built-up  Area,Whitefield,1275,2,3,3,"₹ 6,500,000.00"
Super built-up  Area,Electronic City,1128,2,2,1,"₹ 6,558,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1140,2,2,2,"₹ 3,855,000.00"
Plot  Area,OMBR Layout,1200,4,4,2,"₹ 20,000,000.00"
Super built-up  Area,Thanisandra,1183,2,2,2,"₹ 5,856,000.00"
Super built-up  Area,Whitefield,1155,2,2,1,"₹ 3,900,000.00"
Super built-up  Area,Kengeri,1245,2,3,2,"₹ 4,357,000.00"
Built-up  Area,Akshaya Nagar,1000,2,2,1,"₹ 3,800,000.00"
Super built-up  Area,7th Phase JP Nagar,1040,2,2,1,"₹ 7,500,000.00"
Super built-up  Area,Ardendale,2062,3,4,0,"₹ 14,000,000.00"
Super built-up  Area,Kundalahalli Colony,1477,2,3,2,"₹ 7,500,000.00"
Plot  Area,Nagadevanahalli,1050,3,4,3,"₹ 8,500,000.00"
Super built-up  Area,Sarjapur  Road,1525,2,3,2,"₹ 6,500,000.00"
Plot  Area,Carmelaram,2000,,#VALUE!,0,"₹ 12,000,000.00"
Super built-up  Area,Kaverappa Layout,1220,2,2,1,"₹ 6,500,000.00"
Super built-up  Area,Hebbal,2388,3,3,1,"₹ 19,500,000.00"
Super built-up  Area,Electronic City,1355,2,2,1,"₹ 9,760,000.00"
Built-up  Area,Whitefield,1141,2,2,1,"₹ 6,200,000.00"
Super built-up  Area,Vijayanagar,1046,2,2,0,"₹ 4,906,000.00"
Super built-up  Area,Bannerghatta Road,630,1,1,2,"₹ 3,500,000.00"
Super built-up  Area,Pattandur Agrahara,1247,2,2,2,"₹ 6,235,000.00"
Built-up  Area,Marathahalli,3855,4,4,3,"₹ 22,000,000.00"
Super built-up  Area,Geddalahalli,850,2,2,1,"₹ 3,250,000.00"
Super built-up  Area,KR Puram,1120,2,2,2,"₹ 3,600,000.00"
Plot  Area,HSR Layout,800,8,8,0,"₹ 28,500,000.00"
Super built-up  Area,Jakkur,1798,3,3,1,"₹ 11,000,000.00"
Built-up  Area,Bisuvanahalli,1180,2,3,1,"₹ 4,500,000.00"
Super built-up  Area,Kereguddadahalli,1000,2,2,1,"₹ 3,400,000.00"
Super built-up  Area,Whitefield,1216,2,2,1,"₹ 8,200,000.00"
Built-up  Area,Margondanahalli,900,2,2,0,"₹ 6,500,000.00"
Built-up  Area,TC Palaya,1100,2,2,0,"₹ 6,500,000.00"
Super built-up  Area,Badavala Nagar,1842,3,3,2,"₹ 11,500,000.00"
Super built-up  Area,Bisuvanahalli,1075,2,3,1,"₹ 4,300,000.00"
Super built-up  Area,Whitefield,1495,3,2,3,"₹ 8,800,000.00"
Super built-up  Area,Kanakpura Road,1700,3,3,3,"₹ 12,000,000.00"
Super built-up  Area,Whitefield,1564,3,3,1,"₹ 10,300,000.00"
Super built-up  Area,Reliaable Tranquil Layout,1256,2,2,1,"₹ 6,500,000.00"
Super built-up  Area,Kundalahalli,1047,2,2,1,"₹ 8,900,000.00"
Super built-up  Area,Bhoganhalli,1458,3,3,1,"₹ 7,845,000.00"
Super built-up  Area,Hoodi,1063,2,2,1,"₹ 6,117,000.00"
Super built-up  Area,Sadashiva Nagar,7400,5,4,0,"₹ 185,000,000.00"
Super built-up  Area,Garudachar Palya,1150,2,2,1,"₹ 5,250,000.00"
Built-up  Area,Chandapura,450,1,1,1,"₹ 900,000.00"
Built-up  Area,Ramamurthy Nagar,1360,2,2,0,"₹ 4,500,000.00"
Built-up  Area,Marathahalli,1605,3,3,2,"₹ 7,600,000.00"
Carpet  Area,Nagarbhavi,1200,4,3,2,"₹ 20,500,000.00"
Super built-up  Area,Haralur Road,1810,3,3,2,"₹ 10,000,000.00"
Super built-up  Area,LB Shastri Nagar,1250,2,2,2,"₹ 4,850,000.00"
Super built-up  Area,Poorna Pragna Layout,1475,2,3,2,"₹ 5,899,000.00"
Built-up  Area,R.T. Nagar,1100,3,2,0,"₹ 12,500,000.00"
Super built-up  Area,Dommasandra,850,2,2,1,"₹ 2,540,000.00"
Built-up  Area,Electronic City Phase II,1025,2,2,1,"₹ 2,665,000.00"
Built-up  Area,Uttarahalli,980,2,2,1,"₹ 4,500,000.00"
Super built-up  Area,Basavanagara,1428,2,3,1,"₹ 7,000,000.00"
Super built-up  Area,Shanti Nagar,1130,2,2,0,"₹ 7,400,000.00"
Super built-up  Area,Kanakpura Road,1592,3,3,0,"₹ 12,500,000.00"
Super built-up  Area,JP Nagar,2050,3,3,3,"₹ 8,200,000.00"
Super built-up  Area,Bagalur,1407,2,2,1,"₹ 8,387,000.00"
Super built-up  Area,Cunningham Road,4170,3,3,2,"₹ 80,000,000.00"
Super built-up  Area,Whitefield,1585,3,3,1,"₹ 8,400,000.00"
Built-up  Area,Jakkur,1785,3,3,2,"₹ 13,000,000.00"
Built-up  Area,BSM Extension,900,2,2,3,"₹ 4,500,000.00"
Plot  Area,Somanna Garden,1350,4,4,2,"₹ 16,000,000.00"
Super built-up  Area,Kanakpura Road,1843,3,3,2,"₹ 9,620,000.00"
Super built-up  Area,Munivenkatppa Layout,2375,3,4,0,"₹ 26,000,000.00"
Super built-up  Area,RPC layout,1200,2,2,1,"₹ 6,700,000.00"
Super built-up  Area,Akshaya Nagar,1113,2,2,1,"₹ 5,200,000.00"
Super built-up  Area,Uttarahalli,1125,2,2,1,"₹ 4,700,000.00"
Plot  Area,Whitefield,1200,3,3,1,"₹ 5,600,000.00"
Super built-up  Area,Anekal,1150,3,3,2,"₹ 4,500,000.00"
Super built-up  Area,Yeshwanthpur,770,1,2,1,"₹ 7,000,000.00"
Super built-up  Area,Kodichikkanahalli,1181,2,2,2,"₹ 5,700,000.00"
Super built-up  Area,Kanakpura Road,1550,3,3,3,"₹ 6,470,000.00"
Super built-up  Area,1st Phase JP Nagar,1200,2,2,0,"₹ 8,600,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1295,2,2,2,"₹ 5,547,000.00"
Plot  Area,Kenchenahalli,480,3,3,3,"₹ 6,500,000.00"
Super built-up  Area,Lingadheeranahalli,1506,3,3,1,"₹ 9,500,000.00"
Built-up  Area,"HSR Layout 7th sector, ",1872,3,3,2,"₹ 15,200,000.00"
Super built-up  Area,Sarjapur  Road,2900,4,4,2,"₹ 24,000,000.00"
Super built-up  Area,Abbigere,1326,2,3,1,"₹ 3,500,000.00"
Super built-up  Area,Talaghattapura,1040,2,2,1,"₹ 3,328,000.00"
Plot  Area,Bettadasanapura,1200,5,5,1,"₹ 9,000,000.00"
Super built-up  Area,Hennur,1020,2,2,1,"₹ 4,800,000.00"
Super built-up  Area,Gokula Extension,1400,3,3,2,"₹ 9,000,000.00"
Super built-up  Area,Neeladri Nagar,4000,12,10,0,"₹ 16,000,000.00"
Plot  Area,Weavers Colony,812,1,1,1,"₹ 2,600,000.00"
Super built-up  Area,Vidyaranyapura,1100,2,2,1,"₹ 5,400,000.00"
Super built-up  Area,Kodathi,829,2,2,1,"₹ 2,280,000.00"
Plot  Area,Vijayanagar,750,4,5,3,"₹ 9,500,000.00"
Plot  Area,Sanjay nagar,2700,4,4,2,"₹ 35,000,000.00"
Super built-up  Area,Kanakpura Road,1500,3,3,1,"₹ 7,299,000.00"
Built-up  Area,Ananth Nagar,850,2,2,1,"₹ 2,599,000.00"
Built-up  Area,Kaval Byrasandra,1180,2,2,2,"₹ 6,000,000.00"
Super built-up  Area,Cunningham Road,5108,5,4,2,"₹ 99,500,000.00"
Super built-up  Area,Thigalarapalya,2215,4,3,2,"₹ 15,000,000.00"
Super built-up  Area,Channasandra,1010,2,2,1,"₹ 3,600,000.00"
Built-up  Area,Marathahalli,1350,2,2,2,"₹ 6,000,000.00"
Built-up  Area,Talaghattapura,1100,2,2,0,"₹ 5,000,000.00"
Super built-up  Area,Kanakpura Road,1450,2,3,2,"₹ 6,293,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1133,2,2,2,"₹ 4,000,000.00"
Super built-up  Area,Thanisandra,1564,3,3,2,"₹ 10,000,000.00"
Plot  Area,Doddaballapur,640,1,2,0,"₹ 1,050,000.00"
Super built-up  Area,Thigalarapalya,2072,4,3,2,"₹ 15,700,000.00"
Plot  Area,Rajaji Nagar,432,2,2,1,"₹ 6,500,000.00"
Super built-up  Area,Kanakapura,1460,2,3,3,"₹ 5,110,000.00"
Super built-up  Area,A Narayanapura,600,2,1,1,"₹ 3,500,000.00"
Super built-up  Area,Rachenahalli,1050,2,2,2,"₹ 5,207,000.00"
Built-up  Area,"Judicial Layout, Kanakapura Road, ",700,2,2,1,"₹ 3,500,000.00"
Plot  Area,TC Palaya,1200,3,3,0,"₹ 6,600,000.00"
Super built-up  Area,Yelahanka,654,1,1,1,"₹ 3,800,000.00"
Super built-up  Area,Ankappa Layout,1105,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,Hebbal Kempapura,1800,3,3,3,"₹ 15,000,000.00"
Plot  Area,Yelachenahalli,1200,2,2,2,"₹ 16,000,000.00"
Super built-up  Area,Kogilu,700,1,1,1,"₹ 3,084,000.00"
Super built-up  Area,Amruthnagar,1000,2,2,1,"₹ 5,100,000.00"
Built-up  Area,HSR Layout,3500,5,5,0,"₹ 35,000,000.00"
Super built-up  Area,Gattahalli,1240,2,3,1,"₹ 6,300,000.00"
Super built-up  Area,Bellandur,1200,2,2,3,"₹ 4,500,000.00"
Super built-up  Area,Yelahanka New Town,1400,2,3,2,"₹ 8,000,000.00"
Super built-up  Area,HOSUR MAIN ROAD,1393,3,3,2,"₹ 5,400,000.00"
Super built-up  Area,Whitefield,1140,2,2,2,"₹ 5,000,000.00"
Plot  Area,Sahakara Nagar,1000,5,5,0,"₹ 13,000,000.00"
Built-up  Area,Gulimangala,1640,3,3,2,"₹ 7,000,000.00"
Plot  Area,Kithaganur,1200,2,2,0,"₹ 6,200,000.00"
Built-up  Area,Rajaji Nagar,720,2,2,2,"₹ 6,500,000.00"
Super built-up  Area,Yelenahalli,1650,3,3,3,"₹ 6,800,000.00"
Super built-up  Area,Nagavara,2496,4,4,2,"₹ 12,500,000.00"
Super built-up  Area,9th Phase JP Nagar,905,2,2,1,"₹ 3,200,000.00"
Super built-up  Area,HAL 2nd Stage,1600,3,3,1,"₹ 12,500,000.00"
Super built-up  Area,Chikkalasandra,1070,2,2,1,"₹ 4,548,000.00"
Plot  Area,Yemlur,8400,5,4,2,"₹ 167,500,000.00"
Built-up  Area,Koramangala,1200,2,2,2,"₹ 10,000,000.00"
Plot  Area,Indira Nagar,1800,5,5,2,"₹ 35,000,000.00"
Built-up  Area,8th Phase JP Nagar,2600,4,4,2,"₹ 11,500,000.00"
Super built-up  Area,Old Airport Road,1145,2,2,2,"₹ 7,500,000.00"
Super built-up  Area,Addischetan Layout,1495,3,3,2,"₹ 5,500,000.00"
Plot  Area,Basavanagara,1200,2,3,1,"₹ 30,000,000.00"
Built-up  Area,Stage-4 Bommanahalli,1400,3,3,2,"₹ 5,300,000.00"
Built-up  Area,Whitefield,1558,3,3,2,"₹ 9,000,000.00"
Super built-up  Area,Balagere,1007,2,2,1,"₹ 5,300,000.00"
Super built-up  Area,Ananth Nagar,902,2,2,1,"₹ 2,526,000.00"
Super built-up  Area,Kallumantapa,1054,2,2,1,"₹ 5,300,000.00"
Super built-up  Area,Uttarahalli,1135,2,3,3,"₹ 3,973,000.00"
Super built-up  Area,Gollarapalya Hosahalli,996,2,2,2,"₹ 4,900,000.00"
Super built-up  Area,Vimanapura,1275,2,2,2,"₹ 4,700,000.00"
Plot  Area,NRI Layout,1250,2,2,0,"₹ 7,500,000.00"
Built-up  Area,Hennur,2502,4,4,2,"₹ 17,000,000.00"
Super built-up  Area,Sadaramangala,1394,2,2,3,"₹ 5,200,000.00"
Super built-up  Area,Haralur Road,1243,2,2,2,"₹ 4,600,000.00"
Super built-up  Area,Whitefield,1216,2,2,1,"₹ 7,500,000.00"
Super built-up  Area,Konena Agrahara,1075,2,2,1,"₹ 5,700,000.00"
Built-up  Area,Indira Nagar,1500,3,3,3,"₹ 12,000,000.00"
Super built-up  Area,Rayasandra,1708,3,4,1,"₹ 7,600,000.00"
Plot  Area,Whitefield,1500,3,3,1,"₹ 25,000,000.00"
Built-up  Area,Jakkur Plantation,1800,4,3,3,"₹ 11,500,000.00"
Super built-up  Area,Harlur,1532,2,2,1,"₹ 6,500,000.00"
Super built-up  Area,Hosa Road,1726,3,3,2,"₹ 8,199,000.00"
Super built-up  Area,Hanumanth Nagar,1220,2,2,2,"₹ 5,489,000.00"
Super built-up  Area,Chikkalasandra,1100,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,Electronics City Phase 1,1530,3,3,3,"₹ 4,000,000.00"
Super built-up  Area,Hosa Road,840,2,2,1,"₹ 2,800,000.00"
Super built-up  Area,Bommanahalli,1250,4,3,3,"₹ 3,900,000.00"
Super built-up  Area,CV Raman Nagar,1030,2,2,0,"₹ 3,500,000.00"
Super built-up  Area,Raghavendra Layout,1499,3,3,2,"₹ 8,900,000.00"
Super built-up  Area,Varsova Layout,1280,2,3,3,"₹ 5,500,000.00"
Built-up  Area,Munnekollal,1170,2,2,2,"₹ 5,900,000.00"
Plot  Area,Chikka Tirupathi,2646,3,3,0,"₹ 9,900,000.00"
Super built-up  Area,Thirumenahalli,1161,2,2,3,"₹ 3,669,000.00"
Plot  Area,Yelahanka,1633,2,2,1,"₹ 7,200,000.00"
Built-up  Area,Richards Town,1050,2,2,2,"₹ 6,500,000.00"
Plot  Area,Hennur Road,1650,5,4,3,"₹ 30,900,000.00"
Super built-up  Area,Attibele,418,2,1,1,"₹ 1,150,000.00"
Super built-up  Area,Bhattarahalli,905,2,2,2,"₹ 5,000,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1510,2,3,2,"₹ 5,500,000.00"
Super built-up  Area,Chikkalasandra,1390,2,3,3,"₹ 6,047,000.00"
Super built-up  Area,Kasturi Nagar,1101,2,2,2,"₹ 6,600,000.00"
Super built-up  Area,Srirampura,2736,4,4,0,"₹ 13,000,000.00"
Super built-up  Area,EPIP Zone,2350,4,3,2,"₹ 16,300,000.00"
Super built-up  Area,Raja Rajeshwari Nagar 5th Stage,1056,2,2,2,"₹ 5,500,000.00"
Super built-up  Area,Kanakpura Road,1425,2,3,2,"₹ 4,988,000.00"
Super built-up  Area,Electronics City Phase 1,1450,3,3,1,"₹ 7,000,000.00"
Built-up  Area,Pai Layout,1000,2,2,2,"₹ 3,400,000.00"
Super built-up  Area,Haralur Road,575,1,1,1,"₹ 3,800,000.00"
Super built-up  Area,Uttarahalli,1350,2,3,2,"₹ 4,724,000.00"
Plot  Area,Kanakpura Road,2000,2,3,0,"₹ 18,000,000.00"
Built-up  Area,Raghavendra Layout,1770,3,3,2,"₹ 9,000,000.00"
Super built-up  Area,Byadarahalli,3155,3,3,2,"₹ 31,500,000.00"
Plot  Area,Anandapura,616,3,2,1,"₹ 4,500,000.00"
Super built-up  Area,JP Nagar,745,1,1,0,"₹ 3,427,000.00"
Built-up  Area,Nayandanahalli,6500,7,7,1,"₹ 10,400,000.00"
Plot  Area,HAL 2nd Stage,2400,4,4,1,"₹ 65,000,000.00"
Super built-up  Area,Kudlu Gate,1547,2,2,2,"₹ 10,300,000.00"
Super built-up  Area,Panathur,1713,3,3,1,"₹ 12,000,000.00"
Plot  Area,Sarjapur,3300,4,4,2,"₹ 43,000,000.00"
Plot  Area,Mahalakshmi Layout,1135,4,8,1,"₹ 19,000,000.00"
Super built-up  Area,Yeshwanthpur,1856,4,3,2,"₹ 18,000,000.00"
Super built-up  Area,RMV Extension,1152,2,2,1,"₹ 5,700,000.00"
Super built-up  Area,Dodda Nekkundi,1100,2,2,1,"₹ 4,675,000.00"
Super built-up  Area,Narayanapura,2357,3,3,2,"₹ 13,500,000.00"
Super built-up  Area,Akshaya Nagar,1820,4,3,2,"₹ 9,500,000.00"
Super built-up  Area,Kannamangala,1865,3,3,1,"₹ 13,900,000.00"
Built-up  Area,Kanakpura Road,1240,2,2,2,"₹ 6,500,000.00"
Super built-up  Area,Padmanabhanagar,1360,3,3,1,"₹ 7,500,000.00"
Built-up  Area,ISRO Layout,4200,4,4,2,"₹ 25,500,000.00"
Super built-up  Area,Electronics City Phase 1,1450,2,3,2,"₹ 6,351,000.00"
Super built-up  Area,Budigere,1139,2,2,2,"₹ 7,200,000.00"
Super built-up  Area,Begur Road,1565,2,3,2,"₹ 5,600,000.00"
Plot  Area,Anjanapura,1200,3,3,2,"₹ 16,500,000.00"
Plot  Area,Kurubarahalli,600,4,4,0,"₹ 7,700,000.00"
Super built-up  Area,Nagappa Reddy Layout,1200,2,2,2,"₹ 3,900,000.00"
Super built-up  Area,Yeshwanthpur,1855,3,3,3,"₹ 14,000,000.00"
Plot  Area,Margondanahalli,1100,2,2,1,"₹ 5,500,000.00"
Built-up  Area,Arehalli,1350,2,3,2,"₹ 6,500,000.00"
Super built-up  Area,Old Madras Road,2266,3,3,2,"₹ 20,700,000.00"
Super built-up  Area,Hosur Road,660,1,1,1,"₹ 2,300,000.00"
Built-up  Area,Kodihalli,1490,2,2,1,"₹ 15,000,000.00"
Super built-up  Area,Kambipura,1083,2,3,1,"₹ 4,800,000.00"
Super built-up  Area,Hennur Road,1232,2,2,1,"₹ 8,300,000.00"
Super built-up  Area,Raja Rajeshwari Nagar,1550,3,3,1,"₹ 8,680,000.00"
Super built-up  Area,Whitefield,1227,2,2,2,"₹ 7,000,000.00"
Super built-up  Area,Sarjapur  Road,1059,2,2,2,"₹ 6,800,000.00"
Built-up  Area,Electronic City Phase II,545,1,2,1,"₹ 2,900,000.00"
Super built-up  Area,Mahadevpura,1152,2,2,1,"₹ 5,400,000.00"
Super built-up  Area,Kenchenahalli,870,1,2,1,"₹ 4,500,000.00"
Super built-up  Area,Panathur,1210,2,2,1,"₹ 7,800,000.00"
Super built-up  Area,Thanisandra,663,1,1,0,"₹ 4,610,000.00"
Super built-up  Area,Hennur Gardens,1464,2,3,1,"₹ 13,500,000.00"
Built-up  Area,Kadubeesanahalli,1365,3,3,1,"₹ 8,000,000.00"
Super built-up  Area,Whitefield,1704,3,3,1,"₹ 12,000,000.00"
Super built-up  Area,Whitefield,1256,2,2,0,"₹ 7,300,000.00"
Built-up  Area,Kengeri,883,2,2,0,"₹ 4,900,000.00"
Built-up  Area,Bisuvanahalli,1080,2,3,1,"₹ 4,500,000.00"
Super built-up  Area,Marsur,497,1,2,1,"₹ 2,500,000.00"
Super built-up  Area,9th Phase JP Nagar,1073,2,2,1,"₹ 5,236,000.00"
Super built-up  Area,Rajaji Nagar,3000,6,6,3,"₹ 25,000,000.00"
Super built-up  Area,Doddabommasandra,1300,2,2,3,"₹ 3,200,000.00"
Built-up  Area,Thanisandra,662,1,1,0,"₹ 4,500,000.00"
Super built-up  Area,Kumara Park,1200,2,2,2,"₹ 7,500,000.00"
Built-up  Area,5th Phase JP Nagar,1550,3,3,3,"₹ 7,500,000.00"
Super built-up  Area,7th Block Jayanagar,1707,3,3,2,"₹ 17,100,000.00"
Super built-up  Area,Banashankari,1310,2,2,2,"₹ 8,043,000.00"
Super built-up  Area,Sarjapur  Road,1577,3,3,2,"₹ 6,500,000.00"
Super built-up  Area,Kodigehaali,1324,3,3,2,"₹ 6,500,000.00"
Super built-up  Area,Kothanur,1786,2,3,2,"₹ 10,600,000.00"
Super built-up  Area,Harlur,1174,2,2,1,"₹ 7,500,000.00"
Super built-up  Area,Kamala Nagar,565,1,1,1,"₹ 3,300,000.00"
Super built-up  Area,7th Phase JP Nagar,1400,2,3,1,"₹ 9,500,000.00"
Built-up  Area,Electronic City,635,1,1,1,"₹ 2,800,000.00"
Plot  Area,Kalyan nagar,3000,8,6,2,"₹ 40,000,000.00"
Super built-up  Area,8th Phase JP Nagar,1368,2,3,1,"₹ 5,471,000.00"
Super built-up  Area,Kanakpura Road,1450,3,3,3,"₹ 5,500,000.00"
Super built-up  Area,Devanahalli,1045,2,2,2,"₹ 4,800,000.00"
Super built-up  Area,Electronic City,1128,2,2,1,"₹ 6,540,000.00"
Built-up  Area,Bhoganhalli,1125,2,2,1,"₹ 5,400,000.00"
Super built-up  Area,Whitefield,1195,2,2,1,"₹ 6,238,000.00"
Plot  Area,Ramakrishnappa Layout,630,2,1,1,"₹ 7,000,000.00"
Plot  Area,Kaggadasapura,1350,2,3,0,"₹ 10,500,000.00"
Super built-up  Area,Domlur,1740,3,3,0,"₹ 12,000,000.00"
